nanoplastics type,surface charge,nanoplastics shape,nanoplastics size(nm),nanoplastics dose(mg/g or mg/ml),adsorption of pollutant types,pollutant types,pollutants dose(mg/g or mg/ml),environmental media,photosynthetic organisms species,organisms category,organisms type,exposure time(day),Tem(¡æ),photosynthetic and biochemical indexes,index groups,nc,nt,avc,avt,sdc,sdt,study_id,year,effect_size,variance
PMMA,aminonted,sphere,50,0.5,non,non,0,seawater,Skeletonema costatum,Algae & Microorganisms,Algae & Microorganisms,4,22,chla,Light Reaction,3,3,1484.14686,1240.87315,30.86308,27.23213,40,2024,-0.179016619,0.000304711
PS,aminonted,sphere,22,0.001,non,non,0,soil,corn,Crops,C4,0,25,NPQ,Light Reaction,3,3,0.18831,0.17759,0.00239023,0.004884383,10,2021,-0.058512795,0.000305889
PS,aminonted,sphere,22,0.001,non,non,0,soil,corn,Crops,C4,2,25,NPQ,Light Reaction,3,3,0.15769,0.25031,0.004537973,0.00239023,10,2021,0.46194624,0.000306488
PS,plain,sphere,100,0.001,non,non,0,freshwater,Haematococcus pluvialis,Algae & Microorganisms,Algae & Microorganisms,12,25,chla,Light Reaction,3,3,3.34258,3.22513,0.06567,0.07451,2,2024,-0.035745078,0.000306601
PS,plain,sphere,100,0.1,pyrene,Polycyclic Aromatic Hydrocarbon (PAH),0.0005,soil,water spinach,Crops,C3,20,25,chlb,Light Reaction,3,3,2.94638,2.33645,0.0605,0.05242,53,2023,0.231930993,0.000308355
PS,plain,sphere,80,0.0001,non,non,0,freshwater,Salvinia natans,Aquatic & Wetland Plants,C3,14,25,Total chl,Light Reaction,3,3,4.492,5.074,0.137,0.001,1,2024,0.121676403,0.000310117
PS,plain,sphere,80,0.02,non,non,0,freshwater,Salvinia natans,Aquatic & Wetland Plants,C3,14,25,Total chl,Light Reaction,3,3,4.492,4.555,0.137,0.001,1,2024,0.013772474,0.00031012
PS,plain,sphere,100,0.01,pyrene,Polycyclic Aromatic Hydrocarbon (PAH),0.0005,soil,water spinach,Crops,C3,20,25,carotenoids,Light Reaction,3,3,0.86959,0.78879,0.01976,0.01608,53,2023,0.097538506,0.000310666
PS,aminonted,sphere,250,0.05,non,non,0,freshwater,Microcystis aeruginosa,Algae & Microorganisms,Algae & Microorganisms,30,24,chla,Light Reaction,6,6,4.2299,4.03945,0.1528,0.09744,34,2024,-0.046130062,0.000314496
PS,plain,sphere,80,0.001,BDE(decabromodiphenyl ether),Persistent Organic Pollutant (POP),0.0003,freshwater,Salvinia natans,Aquatic & Wetland Plants,C3,14,25,Total chl,Light Reaction,3,3,4.158,4.477,0.059,0.122,1,2024,-0.074009197,0.000314675
PS,aminonted,sphere,250,0.1,non,non,0,freshwater,Microcystis aeruginosa,Algae & Microorganisms,Algae & Microorganisms,30,24,chla,Light Reaction,6,6,4.2299,3.47476,0.1528,0.08415,34,2024,-0.19671281,0.000315264
PMMA,plain,sphere,485,0.01,non,non,0,freshwater,Microcystis flos-aquae,Algae & Microorganisms,Algae & Microorganisms,3,25,Fv/Fm,Light Reaction,3,3,0.48577,0.48526,0.0051,0.01404,50,2025,-0.000929283,0.00031582
PS,plain,sphere,20,1,non,non,0,freshwater,Cichorium endivia L.,Crops,C3,14,22.5,carotenoids,Light Reaction,3,3,1.43035,2.8037,0.02915,0.06515,48,2022,0.673041577,0.000318457
PVC,plain,sphere,537,0.01,non,non,0,freshwater,Microcystis flos-aquae,Algae & Microorganisms,Algae & Microorganisms,4,25,chla,Light Reaction,3,3,2.6298,2.6298,0.07972,0.0172,50,2025,-0.000146028,0.000320621
PMMA,plain,sphere,485,0.25,non,non,0,freshwater,Microcystis flos-aquae,Algae & Microorganisms,Algae & Microorganisms,2,25,Fv/Fm,Light Reaction,3,3,0.43521,0.41299,0.00178,0.01277,50,2025,-0.052248732,0.000324326
PS,aminonted,sphere,250,0.1,non,non,0,freshwater,Microcystis aeruginosa,Algae & Microorganisms,Algae & Microorganisms,30,24,carotenoids,Light Reaction,6,6,4.44692,3.62092,0.06422,0.1528,34,2024,-0.205352566,0.0003316
PS,plain,sphere,80,0.001,non,non,0,seawater,Chaetoceros gracilis,Algae & Microorganisms,Algae & Microorganisms,4,28,Fv/Fm,Light Reaction,3,3,0.49532,0.36602,0.01064,0.00851,11,2025,-0.302502853,0.000334029
PS,plain,sphere,20,1,non,non,0,freshwater,Cichorium endivia L.,Crops,C3,14,22.5,Total chl,Light Reaction,3,3,4.46857,10.84258,0.09918,0.24536,48,2022,0.886415773,0.000334929
PS,plain,sphere,100,0.001,non,non,0,freshwater,Haematococcus pluvialis,Algae & Microorganisms,Algae & Microorganisms,12,25,chlb,Light Reaction,3,3,0.90154,0.79821,0.02317,0.01534,2,2024,-0.121781222,0.000343314
PS,carboxylated,sphere,24,0.001,non,non,0,soil,corn,Crops,C4,2,25,NPQ,Light Reaction,3,3,0.15769,0.21311,0.004537973,0.00308305,10,2021,0.301074239,0.000345859
PVC,plain,sphere,537,0.25,non,non,0,freshwater,Microcystis flos-aquae,Algae & Microorganisms,Algae & Microorganisms,1,25,chla,Light Reaction,3,3,1.08238,1.05893,0.02814,0.02032,50,2025,-0.021954637,0.000348078
PS,plain,sphere,80,0.001,non,non,0,seawater,Chaetoceros gracilis,Algae & Microorganisms,Algae & Microorganisms,4,28,chla,Light Reaction,3,3,2.02669,1.56271,0.02801,0.04628,11,2025,-0.259868085,0.000356068
PS,plain,sphere,50,0.001,non,non,0,seawater,Skeletonema costatum,Algae & Microorganisms,Algae & Microorganisms,2,22,chla,Light Reaction,3,3,871.20253,845.26167,21.36307,18.3112,40,2024,-0.030250227,0.000356898
PVC,plain,sphere,537,0.01,non,non,0,freshwater,Microcystis flos-aquae,Algae & Microorganisms,Algae & Microorganisms,7,25,chla,Light Reaction,3,3,4.71648,4.72117,0.11254,0.10629,50,2025,0.000983476,0.000358767
PS,plain,sphere,20,0.075,non,non,0,freshwater,Chlorella pyrenoidosa,Algae & Microorganisms,Algae & Microorganisms,19,25,carotenoids,Light Reaction,3,3,2.59358,2.546,0.07876,0.03281,45,2025,-0.018641677,0.000362797
PMMA,plain,sphere,485,0.1,non,non,0,freshwater,Microcystis flos-aquae,Algae & Microorganisms,Algae & Microorganisms,5,25,Fv/Fm,Light Reaction,3,3,0.48117,0.49802,0.01353,0.00869,50,2025,0.034338565,0.000365089
PMMA,plain,sphere,485,0.1,non,non,0,freshwater,Microcystis flos-aquae,Algae & Microorganisms,Algae & Microorganisms,1,25,Fv/Fm,Light Reaction,3,3,0.46993,0.48296,0.01073,0.01174,50,2025,0.027361678,0.000370786
PS,plain,sphere,500,0.05,HHCB(Galaxolide),Personal Care Product (PPCP),0.0005,freshwater,Mirabilis jalapa L,Ornamental Plants,C3,28,25,chla,Light Reaction,4,4,1.15,1.16,0.04,0.02,21,2023,-0.008543992,0.000376822
PVC,plain,sphere,537,0.05,non,non,0,freshwater,Microcystis flos-aquae,Algae & Microorganisms,Algae & Microorganisms,5,25,chla,Light Reaction,3,3,3.32224,3.31755,0.07659,0.08128,50,2025,-0.001401233,0.000377277
PS,aminonted,sphere,250,0.001,non,non,0,freshwater,Microcystis aeruginosa,Algae & Microorganisms,Algae & Microorganisms,30,24,chla,Light Reaction,6,6,4.2299,4.1989,0.1528,0.13065,34,2024,-0.00738383,0.000378885
PS,plain,sphere,80,0.1,non,non,0,freshwater,Chlorella pyrenoidosa,Algae & Microorganisms,Algae & Microorganisms,19,25,carotenoids,Light Reaction,3,3,2.64281,2.69367,0.07055,0.05579,45,2025,0.019014554,0.00038057
PS,carboxylated,sphere,24,0.001,non,non,0,soil,corn,Crops,C4,0,25,NPQ,Light Reaction,3,3,0.18831,0.1655,0.00239023,0.005196152,10,2021,-0.128980906,0.000382344
PMMA,plain,sphere,485,0.25,non,non,0,freshwater,Microcystis flos-aquae,Algae & Microorganisms,Algae & Microorganisms,4,25,Fv/Fm,Light Reaction,3,3,0.42193,0.43776,0.00944,0.01123,50,2025,0.036857646,0.000386258
PS,plain,sphere,50,0.1,non,non,0,freshwater,Chlorella pyrenoidosa,Algae & Microorganisms,Algae & Microorganisms,19,25,carotenoids,Light Reaction,3,3,2.60179,2.76423,0.05086,0.07876,45,2025,0.060634062,0.000398029
PS,plain,sphere,400,0.001,TBBPA(tetrabromobisphenol A),Endocrine Disrupting Compound (EDC),0.001,freshwater,S. obliquus,Algae & Microorganisms,Algae & Microorganisms,3,,chlb,Light Reaction,3,3,100,45.76865,0.001,1.58536,41,2025,-0.781370855,0.000400023
PS,aminonted,sphere,50,0.001,non,non,0,freshwater,Navicula sp.,Algae & Microorganisms,Algae & Microorganisms,2,25,Fv/Fm,Light Reaction,3,3,0.58692,0.58161,0.016315919,0.012158997,24,2025,-0.009144362,0.000403326
PS,plain,sphere,20,0.01,non,non,0,freshwater,Cichorium endivia L.,Crops,C3,14,22.5,Total chl,Light Reaction,3,3,3.44016,6.70287,0.08875,0.15661,48,2022,0.666997871,0.000403859
PE,plain,sphere,20,1,non,non,0,soil,Nicotiana tabacum L.,Tobacco Plants,C3,55,25,Pn,Simultaneous Effect,6,6,4.54357,3.13077,0.12708,0.12708,44,2025,-0.372361956,0.000405026
PS,plain,sphere,305.3,0.05,non,non,0,freshwater,rice,Crops,C3,14,,chla,Light Reaction,5,5,45.05102,45.22109,1.46259,1.41156,46,2024,0.003759982,0.00040571
PS,plain,sphere,305.3,0.05,non,non,0,freshwater,rice,Crops,C3,14,,chla,Light Reaction,5,5,45.05102,45.22109,1.46259,1.41156,46,2024,0.003759982,0.00040571
PS,plain,sphere,75,0.05,nonylphenol,Endocrine Disrupting Compound (EDC),0.004,freshwater,Dictyosphaerium sp.,Algae & Microorganisms,Algae & Microorganisms,0,25,chlb,Light Reaction,5,5,0.07,0.07,0.002236068,0.002236068,23,2021,0,0.000408205
PS,plain,sphere,50,0.02,non,non,0,seawater,Skeletonema costatum,Algae & Microorganisms,Algae & Microorganisms,2,22,chla,Light Reaction,3,3,871.20253,900.95824,21.36307,22.889,40,2024,0.033591787,0.000415617
PS,plain,sphere,100,0.001,non,non,0,freshwater,Haematococcus pluvialis,Algae & Microorganisms,Algae & Microorganisms,12,25,Fv/Fm,Light Reaction,3,3,0.56636,0.54148,0.01329,0.01437,2,2024,-0.044898179,0.000418352
PMMA,plain,sphere,485,0.25,non,non,0,freshwater,Microcystis flos-aquae,Algae & Microorganisms,Algae & Microorganisms,3,25,chla,Light Reaction,3,3,1.71952,1.65892,0.0606,0.00622,50,2025,-0.036083055,0.000418781
PS,plain,sphere,75,0.01,non,non,0,freshwater,Brassica rapa L.,Crops,C3,2.75,25,carotenoids,Light Reaction,3,3,1.3021,0.92044,0.04375,0.01093,49,2022,-0.347046462,0.000423386
PS,plain,sphere,100,0.001,non,non,0,freshwater,Haematococcus pluvialis,Algae & Microorganisms,Algae & Microorganisms,18,25,Fv/Fm,Light Reaction,3,3,0.66095,0.58094,0.01844,0.01309,2,2024,-0.129075822,0.000428741
PS,plain,sphere,80,0.005,non,non,0,freshwater,Chlorella pyrenoidosa,Algae & Microorganisms,Algae & Microorganisms,19,25,carotenoids,Light Reaction,3,3,2.64281,2.63788,0.07055,0.064,45,2025,-0.001887845,0.000433803
PS,plain,sphere,50,0.001,non,non,0,seawater,Skeletonema costatum,Algae & Microorganisms,Algae & Microorganisms,3,22,chla,Light Reaction,3,3,1329.74553,1322.87883,16.0223,45.01503,40,2024,-0.005008511,0.00043444
PVC,plain,sphere,537,0.25,non,non,0,freshwater,Microcystis flos-aquae,Algae & Microorganisms,Algae & Microorganisms,7,25,chla,Light Reaction,3,3,4.71648,4.65865,0.11254,0.12661,50,2025,-0.012308842,0.000436035
PS,aminonted,sphere,50,0.02,non,non,0,seawater,Skeletonema costatum,Algae & Microorganisms,Algae & Microorganisms,4,22,chla,Light Reaction,3,3,1540.79854,1606.66023,52.03074,21.07574,40,2024,0.041695444,0.00043754
PS,plain,sphere,50,0.05,non,non,0,seawater,Skeletonema costatum,Algae & Microorganisms,Algae & Microorganisms,2,22,chla,Light Reaction,3,3,871.20253,882.64704,21.36307,23.65196,40,2024,0.013070377,0.000439834
PS,plain,sphere,50,0.005,non,non,0,seawater,Skeletonema costatum,Algae & Microorganisms,Algae & Microorganisms,1,22,chla,Light Reaction,3,3,563.72695,623.23835,14.49637,16.0223,40,2024,0.100358966,0.000440776
PS,plain,sphere,100,0.0001,non,non,0,freshwater,Haematococcus pluvialis,Algae & Microorganisms,Algae & Microorganisms,12,25,Fv/Fm,Light Reaction,3,3,0.56636,0.56121,0.01329,0.01566,2,2024,-0.009096752,0.00044314
PS,plain,sphere,80,0.001,non,non,0,freshwater,Salvinia natans,Aquatic & Wetland Plants,C3,14,25,Total chl,Light Reaction,3,3,4.492,5.241,0.137,0.107,1,2024,0.154128723,0.000449051
PS,plain,sphere,100,0.1,pyrene,Polycyclic Aromatic Hydrocarbon (PAH),0.0005,soil,water spinach,Crops,C3,40,25,carotenoids,Light Reaction,3,3,0.74565,0.63815,0.02266,0.01316,53,2023,0.155765998,0.000449657
PMMA,plain,sphere,485,0.25,non,non,0,freshwater,Microcystis flos-aquae,Algae & Microorganisms,Algae & Microorganisms,5,25,Fv/Fm,Light Reaction,3,3,0.48117,0.48347,0.01353,0.01149,50,2025,0.004730983,0.00045188
PS,aminonted,sphere,250,0.01,non,non,0,freshwater,Microcystis aeruginosa,Algae & Microorganisms,Algae & Microorganisms,30,24,chla,Light Reaction,6,6,4.2299,4.13246,0.1528,0.15502,34,2024,-0.023296958,0.000452074
PS,plain,sphere,100,0.001,non,non,0,freshwater,Haematococcus pluvialis,Algae & Microorganisms,Algae & Microorganisms,18,25,chla,Light Reaction,3,3,4.40214,3.54085,0.09724,0.10482,2,2024,-0.217659241,0.000454815
PS,plain,sphere,100,0.0001,non,non,0,freshwater,Haematococcus pluvialis,Algae & Microorganisms,Algae & Microorganisms,12,25,chla,Light Reaction,3,3,3.34258,3.38804,0.06567,0.10609,2,2024,0.013607707,0.00045556
PS,plain,sphere,80,1,non,non,0,seawater,Chaetoceros gracilis,Algae & Microorganisms,Algae & Microorganisms,4,28,chla,Light Reaction,3,3,2.02701,1.55716,0.02998,0.05298,11,2025,-0.263541677,0.00045886
PS,aminonted,sphere,50,0.005,non,non,0,seawater,Skeletonema costatum,Algae & Microorganisms,Algae & Microorganisms,2,22,chla,Light Reaction,3,3,818.2958,841.34739,25.02744,17.78265,40,2024,0.027699307,0.000460779
PVC,plain,sphere,537,0.01,non,non,0,freshwater,Microcystis flos-aquae,Algae & Microorganisms,Algae & Microorganisms,4,25,Fv/Fm,Light Reaction,3,3,4.85609,4.95798,0.08568,0.16441,50,2025,0.0208962,0.000470384
PMMA,plain,sphere,485,0.1,non,non,0,freshwater,Microcystis flos-aquae,Algae & Microorganisms,Algae & Microorganisms,3,25,chla,Light Reaction,3,3,1.71952,1.67135,0.0606,0.02176,50,2025,-0.028592253,0.000470598
PS,plain,sphere,256.8,0.01,As(arsenic),Heavy Metal (HM),0.001,freshwater,rice,Crops,C3,14,,chla,Light Reaction,5,5,41.58163,37.82313,1.12245,1.53061,46,2024,-0.094646768,0.000473323
PS,plain,sphere,50,0.05,non,non,0,freshwater,Chlorella pyrenoidosa,Algae & Microorganisms,Algae & Microorganisms,19,25,carotenoids,Light Reaction,3,3,2.60179,2.64609,0.05086,0.08532,45,2025,0.016992998,0.000473998
PMMA,plain,sphere,485,0.05,non,non,0,freshwater,Microcystis flos-aquae,Algae & Microorganisms,Algae & Microorganisms,2,25,chla,Light Reaction,3,3,1.36992,1.3606,0.04972,0.01398,50,2025,-0.007028513,0.000474375
PVC,plain,sphere,537,0.05,non,non,0,freshwater,Microcystis flos-aquae,Algae & Microorganisms,Algae & Microorganisms,4,25,chla,Light Reaction,3,3,2.6298,2.54696,0.07972,0.05784,50,2025,-0.032074511,0.000478282
PS,plain,sphere,100,0.01,non,non,0,freshwater,Haematococcus pluvialis,Algae & Microorganisms,Algae & Microorganisms,18,25,Fv/Fm,Light Reaction,3,3,0.66095,0.50995,0.01844,0.01308,2,2024,-0.25938559,0.000478814
PS,aminonted,sphere,50,0.02,non,non,0,seawater,Skeletonema costatum,Algae & Microorganisms,Algae & Microorganisms,3,22,chla,Light Reaction,3,3,1260.88636,1290.52412,32.93084,35.56531,40,2024,0.023246393,0.00048059
PS,plain,sphere,685.1,0.1,non,non,0,freshwater,rice,Crops,C3,14,,Pn,Simultaneous Effect,5,5,13.62553,13.56217,0.39743,0.53567,46,2024,-0.004590013,0.000482226
PS,plain,sphere,685.1,0.1,non,non,0,freshwater,rice,Crops,C3,14,,Pn,Simultaneous Effect,5,5,13.62553,13.56217,0.39743,0.53567,46,2024,-0.004590013,0.000482226
PVC,plain,sphere,537,0.25,non,non,0,freshwater,Microcystis flos-aquae,Algae & Microorganisms,Algae & Microorganisms,6,25,chla,Light Reaction,3,3,3.72238,3.67236,0.14067,0.02188,50,2025,-0.013760843,0.000487983
PS,aminonted,sphere,50,0.003,non,non,0,freshwater,Navicula sp.,Algae & Microorganisms,Algae & Microorganisms,2,25,Fv/Fm,Light Reaction,3,3,0.58692,0.55008,0.016315919,0.014549227,24,2025,-0.064837007,0.000490848
PVC,plain,sphere,537,0.01,non,non,0,freshwater,Microcystis flos-aquae,Algae & Microorganisms,Algae & Microorganisms,1,25,chla,Light Reaction,3,3,1.08238,1.09332,0.02814,0.03126,50,2025,0.010080215,0.000497863
PS,plain,sphere,235,0.1,non,non,0,freshwater,Triticum aestivum L.,Crops,C3,14,24,Fv/Fm,Light Reaction,3,3,0.831,0.69922,0.01669697,0.02319216,51,2022,-0.172548293,0.000501367
PVC,plain,sphere,537,0.05,non,non,0,freshwater,Microcystis flos-aquae,Algae & Microorganisms,Algae & Microorganisms,6,25,chla,Light Reaction,3,3,3.72238,3.899,0.14067,0.03439,50,2025,0.046131809,0.000502082
PS,carboxylated,sphere,100,0.01,non,non,0,freshwater,Sphagnum,Aquatic & Wetland Plants,C3,30,22,chla,Light Reaction,4,4,1.47033,0.86607,0.001,0.03894,55,2024,-0.529023771,0.000505632
PS,plain,sphere,106,0.001,AgNPs(nanoAg),Nanoparticle,0.001,freshwater,Willow,Aquatic & Wetland Plants,C3,28,29,chla,Light Reaction,4,4,2.60263,3.03703,0.0686,0.11104,28,2023,-0.154437847,0.000507952
PS,plain,sphere,256.8,0.01,non,non,0,freshwater,rice,Crops,C3,14,,chla,Light Reaction,5,5,45.05102,46.87075,1.46259,1.81973,46,2024,0.039643523,0.000512333
PS,plain,sphere,256.8,0.01,non,non,0,freshwater,rice,Crops,C3,14,,chla,Light Reaction,5,5,45.05102,46.87075,1.46259,1.81973,46,2024,0.039643523,0.000512333
PS,plain,sphere,75,0.1,non,non,0,freshwater,Brassica rapa L.,Crops,C3,2.75,25,carotenoids,Light Reaction,3,3,1.3021,0.89734,0.04375,0.01823,49,2022,-0.372418161,0.000513965
PS,plain,sphere,106,0.01,AgNPs(nanoAg),Nanoparticle,0.0001,freshwater,Willow,Aquatic & Wetland Plants,C3,28,29,chla,Light Reaction,4,4,2.67449,3.03703,0.07184,0.11104,28,2023,-0.127198264,0.000514649
PS,plain,sphere,100,0.0001,non,non,0,freshwater,Haematococcus pluvialis,Algae & Microorganisms,Algae & Microorganisms,18,25,Fv/Fm,Light Reaction,3,3,0.66095,0.61118,0.01844,0.01695,2,2024,-0.078288218,0.0005159
PS,aminonted,sphere,50,0.001,non,non,0,seawater,Skeletonema costatum,Algae & Microorganisms,Algae & Microorganisms,3,22,chla,Light Reaction,3,3,1260.88636,1270.76561,32.93084,37.54116,40,2024,0.007836399,0.000518351
PVC,plain,sphere,537,0.1,non,non,0,freshwater,Microcystis flos-aquae,Algae & Microorganisms,Algae & Microorganisms,7,25,chla,Light Reaction,3,3,4.71648,4.64145,0.11254,0.15006,50,2025,-0.015956623,0.00053828
PS,plain,sphere,235,0.01,non,non,0,freshwater,Triticum aestivum L.,Crops,C3,14,24,Fv/Fm,Light Reaction,3,3,0.831,0.71958,0.01669697,0.025045455,51,2022,-0.143827466,0.000538473
PS,plain,sphere,400,0.001,non,non,0,freshwater,S. obliquus,Algae & Microorganisms,Algae & Microorganisms,3,,chlb,Light Reaction,3,3,100,86.74798,0.001,3.50703,41,2025,-0.141890652,0.000544951
PS,plain,sphere,400,0.001,non,non,0,freshwater,S. obliquus,Algae & Microorganisms,Algae & Microorganisms,3,,chlb,Light Reaction,3,3,100,86.74798,0.001,3.50703,41,2025,-0.141890652,0.000544951
PVC,plain,sphere,537,0.25,non,non,0,freshwater,Microcystis flos-aquae,Algae & Microorganisms,Algae & Microorganisms,4,25,chla,Light Reaction,3,3,2.6298,2.61886,0.07972,0.07034,50,2025,-0.004201612,0.000546859
PMMA,plain,sphere,485,0.01,non,non,0,freshwater,Microcystis flos-aquae,Algae & Microorganisms,Algae & Microorganisms,2,25,chla,Light Reaction,3,3,1.36992,1.35904,0.04972,0.02486,50,2025,-0.008137551,0.000550726
PS,plain,sphere,106,0.001,non,non,0,freshwater,Willow,Aquatic & Wetland Plants,C3,28,29,chla,Light Reaction,4,4,3.03703,2.40666,0.11104,0.07186,28,2023,-0.232695824,0.000557163
PS,plain,sphere,50,0.05,non,non,0,seawater,Skeletonema costatum,Algae & Microorganisms,Algae & Microorganisms,1,22,chla,Light Reaction,3,3,563.72695,549.99355,14.49637,17.54823,40,2024,-0.024603996,0.000559842
PS,plain,sphere,75,0.05,non,non,0,freshwater,Dictyosphaerium sp.,Algae & Microorganisms,Algae & Microorganisms,4,25,chla,Light Reaction,3,3,10.30638,10.24967,0.3176,0.2779,23,2021,-0.005553361,0.000561659
PMMA,plain,sphere,485,0.25,non,non,0,freshwater,Microcystis flos-aquae,Algae & Microorganisms,Algae & Microorganisms,3,25,Fv/Fm,Light Reaction,3,3,0.48577,0.46483,0.0051,0.01864,50,2025,-0.043813874,0.000572907
PS,plain,sphere,100,0.01,non,non,0,freshwater,Haematococcus pluvialis,Algae & Microorganisms,Algae & Microorganisms,12,25,Fv/Fm,Light Reaction,3,3,0.56636,0.50201,0.01329,0.01716,2,2024,-0.12050691,0.000573121
PS,plain,sphere,235,0.05,non,non,0,freshwater,Triticum aestivum L.,Crops,C3,14,24,Fv/Fm,Light Reaction,3,3,0.831,0.73886,0.01669697,0.02691607,51,2022,-0.117367442,0.00057704
PS,plain,sphere,80,0.05,non,non,0,freshwater,Chlorella pyrenoidosa,Algae & Microorganisms,Algae & Microorganisms,19,25,carotenoids,Light Reaction,3,3,2.64281,2.45575,0.07055,0.07876,45,2025,-0.073357871,0.000580493
PS,aminonted,sphere,50,0.05,non,non,0,seawater,Skeletonema costatum,Algae & Microorganisms,Algae & Microorganisms,2,22,chla,Light Reaction,3,3,818.2958,855.83696,25.02744,24.36882,40,2024,0.044835225,0.000582146
PS,plain,sphere,80,0.05,non,non,0,freshwater,Chlorella pyrenoidosa,Algae & Microorganisms,Algae & Microorganisms,19,25,chla,Light Reaction,3,3,13.94654,12.93094,0.37179,0.41712,45,2025,-0.075553578,0.000583824
PS,carboxylated,sphere,100,0.0001,non,non,0,freshwater,Sphagnum,Aquatic & Wetland Plants,C3,30,22,chla,Light Reaction,4,4,1.47033,1.40255,0.001,0.06778,55,2024,-0.046902986,0.000584143
PS,plain,sphere,75,0.05,nonylphenol,Endocrine Disrupting Compound (EDC),0.004,freshwater,Dictyosphaerium sp.,Algae & Microorganisms,Algae & Microorganisms,4,25,chla,Light Reaction,3,3,9.10119,10.30638,0.26088,0.3176,23,2021,-0.124379275,0.000590509
PMMA,plain,sphere,485,0.25,non,non,0,freshwater,Microcystis flos-aquae,Algae & Microorganisms,Algae & Microorganisms,2,25,chla,Light Reaction,3,3,1.36992,1.30311,0.04972,0.02796,50,2025,-0.050141443,0.000592654
PS,plain,sphere,50,0.005,non,non,0,freshwater,Chlorella pyrenoidosa,Algae & Microorganisms,Algae & Microorganisms,19,25,carotenoids,Light Reaction,3,3,2.60179,2.67234,0.05086,0.10009,45,2025,0.026924937,0.000595096
PS,plain,sphere,80,0.025,non,non,0,freshwater,Chlorella pyrenoidosa,Algae & Microorganisms,Algae & Microorganisms,19,25,carotenoids,Light Reaction,3,3,2.64281,2.50005,0.07055,0.08205,45,2025,-0.055471266,0.000596671
