nanoplastics type,surface charge,nanoplastics shape,nanoplastics size(nm),nanoplastics dose(mg/g or mg/ml),adsorption of pollutant types,pollutant types,pollutants dose(mg/g or mg/ml),environmental media,photosynthetic organisms species,organisms category,organisms type,exposure time(day),Tem(¡æ),photosynthetic and biochemical indexes,index groups,nc,nt,avc,avt,sdc,sdt,study_id,year,effect_size,variance
PS,plain,sphere,100,0.001,non,non,0,freshwater,Eichhornia crassipes,Aquatic & Wetland Plants,C3,21,25,chla,Light Reaction,3,3,1.73875,1.62575,0.06914,0.56838,37,2023,-0.047089446,0.042099788
PS,carboxylated,sphere,80,0.01,Pb(lead),Heavy Metal (HM),0.01,freshwater,dandelion,Miscellaneous Plants,C3,7,25,chla,Light Reaction,3,3,3.51866,3.72793,1.12292318,0.582800456,8,2023,-0.044871854,0.042704953
PS,plain,sphere,500,0.05,HHCB(Galaxolide),Personal Care Product (PPCP),0.0005,freshwater,Mirabilis jalapa L,Ornamental Plants,C3,28,25,Pn,Simultaneous Effect,4,4,2.64,2.85,0.66,0.94,21,2023,-0.082325607,0.043312943
PS,plain,sphere,100,0.005,non,non,0,seawater,Alexandrium tamarense strain,Algae & Microorganisms,Algae & Microorganisms,3,20,carotenoids,Light Reaction,3,3,1.4781,1.79946,0.28686,0.54568,30,2022,0.205778131,0.043756266
PS,aminonted,sphere,200,0.005,glyphosate,Pesticide,0.005,freshwater,Microcystis aeruginosa,Algae & Microorganisms,Algae & Microorganisms,4,25,chla,Light Reaction,3,3,0.85901,0.91343,0.125677607,0.301653969,29,2018,-0.0760354,0.044174816
PS,plain,sphere,70,0.0002,Pb(lead),Heavy Metal (HM),0.000007,seawater,Platymonas helgolandica,Algae & Microorganisms,Algae & Microorganisms,3,20,chlb,Light Reaction,3,3,0.89061,0.99854,0.3082,0.10552,18,2024,-0.096289762,0.044444013
PS,plain,sphere,100,0.05,non,non,0,seawater,Alexandrium tamarense strain,Algae & Microorganisms,Algae & Microorganisms,2,20,chla,Light Reaction,3,3,1.86311,1.90074,0.42642,0.53588,30,2022,0.02451313,0.044460035
PS,plain,sphere,235,0.05,non,non,0,freshwater,Triticum aestivum L.,Crops,C3,14,24,Tr,Simultaneous Effect,3,3,1.87928,0.80633,0.272503554,0.268415914,51,2022,-0.831186446,0.044653181
PS,plain,sphere,20,0.05,non,non,0,freshwater,Eichhornia crassipes,Aquatic & Wetland Plants,C3,2,23,Tr,Simultaneous Effect,3,3,4.41617,1.80628,0.19334,0.64998,14,2023,-0.872741422,0.044733308
PS,plain,sphere,70,0.0002,Pb(lead),Heavy Metal (HM),0.00007,seawater,Platymonas helgolandica,Algae & Microorganisms,Algae & Microorganisms,3,20,chlb,Light Reaction,3,3,0.7647,0.99854,0.26622,0.10552,18,2024,-0.248471948,0.044945026
PS,plain,sphere,100,0.05,non,non,0,seawater,Alexandrium tamarense strain,Algae & Microorganisms,Algae & Microorganisms,0.25,20,carotenoids,Light Reaction,3,3,1.22683,1.08664,0.30196,0.29548,30,2022,-0.11911644,0.045347964
PS,plain,sphere,80,0.001,Pb(lead),Heavy Metal (HM),0.01,freshwater,dandelion,Miscellaneous Plants,C3,7,25,chla,Light Reaction,3,3,3.73477,3.72793,1.236649636,0.582800456,8,2023,0.016032945,0.045394108
PS,plain,sphere,500,0.05,HHCB(Galaxolide),Personal Care Product (PPCP),0.00025,freshwater,Mirabilis jalapa L,Ornamental Plants,C3,28,25,Pn,Simultaneous Effect,4,4,3.13,2.85,0.84,0.94,21,2023,0.089118828,0.045733671
PS,carboxylated,sphere,200,0.001,BPA(bisphenol A),Endocrine Disrupting Compound (EDC),0.0025,freshwater,Scenedesmus obliquus,Algae & Microorganisms,Algae & Microorganisms,3,23,chla,Light Reaction,3,3,1.98746,3.18345,0.72876,0.02,4,2023,-0.448705727,0.045835325
PS,plain,sphere,50,0.005,non,non,0,freshwater,Chlorella pyrenoidosa,Algae & Microorganisms,Algae & Microorganisms,7,25,chla,Light Reaction,3,3,2.24896,2.7749,0.80705,0.21763,45,2025,0.189709194,0.045899304
PS,plain,sphere,100,2,non,non,0,freshwater,Pisum sativum,Crops,C3,7,18,chlb,Light Reaction,3,3,3.34825,4.32473,0.84683,1.16681,32,2024,0.257382667,0.046107984
PS,plain,sphere,50,0.075,non,non,0,freshwater,Chlorella pyrenoidosa,Algae & Microorganisms,Algae & Microorganisms,7,25,chla,Light Reaction,3,3,2.24896,2.81117,0.80705,0.23577,45,2025,0.202842425,0.0461943
PS,plain,sphere,87.8,0.01,non,non,0,freshwater,Triticum aestivum L.,Crops,C3,21,25,WUE,Simultaneous Effect,4,4,2.9,3.18,0.84,1,12,2020,0.094044007,0.046222721
PS,aminonted,sphere,80,0.01,non,non,0,freshwater,dandelion,Miscellaneous Plants,C3,7,25,chla,Light Reaction,3,3,3.97087,3.52226,1.306901616,0.598804605,8,2023,-0.133118965,0.046439409
PS,aminonted,sphere,80,0.01,non,non,0,freshwater,dandelion,Miscellaneous Plants,C3,7,25,rubisco activity,Calvin Cycle,3,3,1966.63591,1261.84027,643.7216709,226.5730649,8,2023,-0.456236275,0.047155504
PS,plain,sphere,100,0.2,non,non,0,freshwater,Pisum sativum,Crops,C3,7,18,chlb,Light Reaction,3,3,3.34825,3.11654,0.84683,0.86063,32,2024,-0.069665865,0.047292224
PS,plain,sphere,80,0.01,non,non,0,freshwater,dandelion,Miscellaneous Plants,C3,7,25,rubisco activity,Calvin Cycle,3,3,1966.63591,1725.18381,643.7216709,315.5082966,8,2023,-0.143272934,0.047561758
PS,plain,sphere,50,0.025,non,non,0,freshwater,Chlorella pyrenoidosa,Algae & Microorganisms,Algae & Microorganisms,7,25,chla,Light Reaction,3,3,2.24896,2.81117,0.80705,0.33551,45,2025,0.204044116,0.048606206
PS,aminonted,sphere,80,0.005,Pb(lead),Heavy Metal (HM),0.01,freshwater,dandelion,Miscellaneous Plants,C3,7,25,chla,Light Reaction,3,3,3.58568,3.72793,1.241395455,0.582800456,8,2023,-0.023001543,0.048931661
PS,plain,sphere,80,1,non,non,0,freshwater,Pisum sativum,Crops,C3,7,18,chlb,Light Reaction,3,3,3.63513,2.93449,0.5903,1.00958,32,2024,-0.198778978,0.04906122
PS,plain,sphere,80,1,non,non,0,freshwater,Pisum sativum,Crops,C3,7,18,chla,Light Reaction,3,3,11.00944,8.0374,2.28619,2.59101,32,2024,-0.304514047,0.049717762
PS,plain,sphere,80,0.001,Pb(lead),Heavy Metal (HM),0.01,freshwater,dandelion,Miscellaneous Plants,C3,7,25,rubisco activity,Calvin Cycle,3,3,1541.19119,1583.98017,461.61617,381.1509784,8,2023,-0.022083566,0.049837986
PS,plain,sphere,200,0.05,non,non,0,freshwater,Eichhornia crassipes,Aquatic & Wetland Plants,C3,2,23,Tr,Simultaneous Effect,3,3,3.28622,1.79462,1.0333,0.40664,14,2023,-0.612865766,0.050759891
PS,aminonted,sphere,200,0.005,non,non,0,freshwater,Microcystis aeruginosa,Algae & Microorganisms,Algae & Microorganisms,4,25,chla,Light Reaction,3,3,0.91343,0.91751,0.301653969,0.190109897,29,2018,-0.006564574,0.051427582
PS,plain,sphere,100,0.05,non,non,0,seawater,Alexandrium tamarense strain,Algae & Microorganisms,Algae & Microorganisms,0.25,20,chla,Light Reaction,3,3,1.21093,1.25084,0.33978,0.34204,30,2022,0.031766801,0.051824028
PS,plain,sphere,500,0.05,non,non,0,freshwater,Mirabilis jalapa L,Ornamental Plants,C3,28,25,Pn,Simultaneous Effect,4,4,2.85,3.45,0.94,1.08,21,2023,0.189706734,0.05236503
PMMA,plain,sphere,131.3,0.05,non,non,0,freshwater,Lettuce,Crops,C3,15,,Tr,Simultaneous Effect,3,3,3.12401,1.99681,0.67978,0.66,31,2022,-0.437250009,0.052986733
PS,plain,sphere,100,0.01,non,non,0,freshwater,Eichhornia crassipes,Aquatic & Wetland Plants,C3,28,25,chlb,Light Reaction,3,3,0.68565,0.61563,0.15798,0.1982,37,2023,-0.099294281,0.052999417
PS,aminonted,sphere,20,0.01,non,non,0,freshwater,M. aeruginosa,Algae & Microorganisms,Algae & Microorganisms,4,,chla,Light Reaction,3,3,2.11997,1.47817,0.29472,0.54873,54,2024,-0.34085054,0.053453433
PS,plain,sphere,100,0.0001,non,non,0,freshwater,Eichhornia crassipes,Aquatic & Wetland Plants,C3,28,25,chla,Light Reaction,3,3,2.02799,1.76321,0.7269,0.30356,37,2023,-0.156381567,0.053670769
PS,carboxylated,sphere,80,0.005,non,non,0,freshwater,dandelion,Miscellaneous Plants,C3,7,25,rubisco activity,Calvin Cycle,3,3,1966.63591,1701.9555,643.7216709,395.9735228,8,2023,-0.153381447,0.054556796
PS,carboxylated,sphere,80,0.01,Pb(lead),Heavy Metal (HM),0.01,freshwater,dandelion,Miscellaneous Plants,C3,7,25,rubisco activity,Calvin Cycle,3,3,1412.21297,1583.98017,455.2636658,381.1509784,8,2023,-0.107112119,0.054729119
PS,plain,sphere,70,0.0002,Pb(lead),Heavy Metal (HM),0.0007,seawater,Platymonas helgolandica,Algae & Microorganisms,Algae & Microorganisms,6,20,carotenoids,Light Reaction,3,3,0.31722,1.00467,0.1233,0.11166,18,2024,-1.129697701,0.055753743
PS,aminonted,sphere,80,0.01,Pb(lead),Heavy Metal (HM),0.01,freshwater,dandelion,Miscellaneous Plants,C3,7,25,rubisco activity,Calvin Cycle,3,3,1192.15535,1583.98017,395.9735228,381.1509784,8,2023,-0.275441054,0.056937527
PS,plain,sphere,20,0.005,non,non,0,freshwater,Chlorella pyrenoidosa,Algae & Microorganisms,Algae & Microorganisms,7,25,chla,Light Reaction,3,3,1.99506,4.53407,0.80704,0.29924,45,2025,0.794399199,0.057485813
PS,plain,sphere,20,0.075,non,non,0,freshwater,Chlorella pyrenoidosa,Algae & Microorganisms,Algae & Microorganisms,7,25,chla,Light Reaction,3,3,1.99506,2.72049,0.80704,0.19043,45,2025,0.28368189,0.057667436
PS,plain,sphere,48.98,0.001,Phe(phenonnthrene),Polycyclic Aromatic Hydrocarbon (PAH),0.05,freshwater,rice,Crops,C3,7,,chla,Light Reaction,3,3,10.34614,7.068,0.32938,2.902,3,2022,0.353108483,0.05810949
PS,plain,sphere,50,0.05,non,non,0,freshwater,Chlorella pyrenoidosa,Algae & Microorganisms,Algae & Microorganisms,7,25,chla,Light Reaction,3,3,2.24896,3.0288,0.80705,0.62569,45,2025,0.283348385,0.058173181
PS,plain,sphere,20,0.05,non,non,0,freshwater,Chlorella pyrenoidosa,Algae & Microorganisms,Algae & Microorganisms,7,25,chla,Light Reaction,3,3,1.99506,3.29177,0.80704,0.27204,45,2025,0.47461696,0.058312027
PS,plain,sphere,80,0.05,non,non,0,freshwater,Pisum sativum,Crops,C3,7,18,chla,Light Reaction,3,3,11.00944,7.12292,2.28619,2.55835,32,2024,-0.421121558,0.058403101
PS,aminonted,sphere,80,0.005,non,non,0,freshwater,dandelion,Miscellaneous Plants,C3,7,25,rubisco activity,Calvin Cycle,3,3,1966.63591,1384.70577,643.7216709,359.9759298,8,2023,-0.357429587,0.059131893
PS,plain,sphere,80,0.005,Pb(lead),Heavy Metal (HM),0.01,freshwater,dandelion,Miscellaneous Plants,C3,7,25,rubisco activity,Calvin Cycle,3,3,1500.84729,1583.98017,514.5538088,381.1509784,8,2023,-0.043971191,0.059434779
PS,aminonted,sphere,80,0.001,non,non,0,freshwater,dandelion,Miscellaneous Plants,C3,7,25,rubisco activity,Calvin Cycle,3,3,1966.63591,1526.52068,643.7216709,417.1485714,8,2023,-0.258744014,0.06155229
PS,carboxylated,sphere,80,0.001,Pb(lead),Heavy Metal (HM),0.01,freshwater,dandelion,Miscellaneous Plants,C3,7,25,chla,Light Reaction,3,3,3.63355,3.72793,1.44986509,0.582800456,8,2023,-0.003179972,0.062661025
PS,aminonted,sphere,80,0.005,Pb(lead),Heavy Metal (HM),0.01,freshwater,dandelion,Miscellaneous Plants,C3,7,25,rubisco activity,Calvin Cycle,3,3,1308.29687,1583.98017,470.0862102,381.1509784,8,2023,-0.17934747,0.06344791
PS,plain,sphere,20,0.05,non,non,0,freshwater,Eichhornia crassipes,Aquatic & Wetland Plants,C3,2,23,Pn,Simultaneous Effect,3,3,8.05086,4.70682,1.95322,1.68722,14,2023,-0.525160408,0.063561508
PS,plain,sphere,80,0.005,non,non,0,freshwater,dandelion,Miscellaneous Plants,C3,7,25,rubisco activity,Calvin Cycle,3,3,1966.63591,1801.5927,643.7216709,512.4363074,8,2023,-0.092025953,0.06368219
PS,plain,sphere,65.776,2,non,non,0,soil,Hordeum vulgare L.,Crops,C3,7,22,soluble sugar concentration,Calvin Cycle,3,3,52.38428,49.20986,20.7180643,8.76532024,16,2022,-0.083294922,0.064131455
PS,plain,sphere,100,0.1,non,non,0,freshwater,Pisum sativum,Crops,C3,7,18,chla,Light Reaction,3,3,10.5522,6.76366,2.55291,2.44949,32,2024,-0.432666035,0.064374906
PS,plain,sphere,80,0.01,non,non,0,freshwater,dandelion,Miscellaneous Plants,C3,7,25,chla,Light Reaction,3,3,3.97087,3.80898,1.306901616,1.102554262,8,2023,-0.045712662,0.065078418
PS,plain,sphere,235,0.1,non,non,0,freshwater,Triticum aestivum L.,Crops,C3,14,24,Tr,Simultaneous Effect,3,3,1.87928,0.69159,0.272503554,0.284801114,51,2022,-0.97489101,0.06515916
PS,plain,sphere,100,0.05,non,non,0,freshwater,Pisum sativum,Crops,C3,7,18,chlb,Light Reaction,3,3,3.34825,2.92621,0.84683,1.0482,32,2024,-0.124005107,0.065236055
PS,plain,sphere,500,0.05,non,non,0,freshwater,corn,Crops,C4,15,25,Y,Light Reaction,3,3,0.21324,0.17462,0.073057903,0.047873884,6,2022,-0.206842256,0.065260895
PS,plain,sphere,80,0.005,non,non,0,freshwater,dandelion,Miscellaneous Plants,C3,7,25,chla,Light Reaction,3,3,3.97087,3.87483,1.306901616,1.145335917,8,2023,-0.027975394,0.0663063
PS,plain,sphere,80,0.01,Pb(lead),Heavy Metal (HM),0.01,freshwater,dandelion,Miscellaneous Plants,C3,7,25,rubisco activity,Calvin Cycle,3,3,1452.55687,1583.98017,542.0813962,381.1509784,8,2023,-0.073053827,0.066988443
PS,plain,sphere,100,0.1,pyrene,Polycyclic Aromatic Hydrocarbon (PAH),0.0005,soil,water spinach,Crops,C3,20,25,carotenoids,Light Reaction,3,3,0.9259,0.78879,0.41024,0.01608,53,2023,0.192915591,0.067717049
PS,plain,sphere,20,0.1,non,non,0,freshwater,Chlorella pyrenoidosa,Algae & Microorganisms,Algae & Microorganisms,7,25,chla,Light Reaction,3,3,1.99506,3.01067,0.80704,0.58034,45,2025,0.3904087,0.068495156
PS,carboxylated,sphere,80,0.01,non,non,0,freshwater,dandelion,Miscellaneous Plants,C3,7,25,rubisco activity,Calvin Cycle,3,3,1966.63591,1653.05381,643.7216709,520.9063129,8,2023,-0.175006734,0.069998263
PS,plain,sphere,300,0.05,non,non,0,freshwater,corn,Crops,C4,15,25,Total chl,Light Reaction,3,3,0.91435,0.71441,0.279068026,0.247683265,6,2022,-0.242248797,0.072401704
PS,plain,sphere,70,0.0002,Pb(lead),Heavy Metal (HM),0.0007,seawater,Platymonas helgolandica,Algae & Microorganisms,Algae & Microorganisms,6,20,chlb,Light Reaction,3,3,0.23826,0.99854,0.10432,0.15348,18,2024,-1.404918413,0.073849314
PS,plain,sphere,87.8,0.01,non,non,0,freshwater,Triticum aestivum L.,Crops,C3,21,25,Tr,Simultaneous Effect,4,4,2.4,2.21,0.7,1,12,2020,-0.067516651,0.073990044
PS,carboxylated,sphere,80,0.001,non,non,0,freshwater,dandelion,Miscellaneous Plants,C3,7,25,rubisco activity,Calvin Cycle,3,3,1966.63591,1818.09702,643.7216709,618.3115849,8,2023,-0.077114039,0.075647052
PS,plain,sphere,100,0.005,non,non,0,seawater,Alexandrium tamarense strain,Algae & Microorganisms,Algae & Microorganisms,2,20,carotenoids,Light Reaction,3,3,1.37026,1.55682,0.35802,0.61254,30,2022,0.142068257,0.075948381
PMMA,plain,sphere,131.3,0.01,non,non,0,freshwater,Lettuce,Crops,C3,15,,carbon assimilation rate,Calvin Cycle,3,3,14.44213,9.08414,3.76824,3.59816,31,2022,-0.448817916,0.076614452
PS,carboxylated,sphere,80,0.01,non,non,0,freshwater,dandelion,Miscellaneous Plants,C3,7,25,chla,Light Reaction,3,3,3.97087,3.78566,1.306901616,1.306901616,8,2023,-0.045955248,0.077274706
PS,plain,sphere,70,0.0002,non,non,0,seawater,Platymonas helgolandica,Algae & Microorganisms,Algae & Microorganisms,3,20,chlb,Light Reaction,3,3,0.99854,0.72213,0.10552,0.33336,18,2024,-0.2904325,0.077287714
PS,plain,sphere,70,0.0002,Pb(lead),Heavy Metal (HM),0.00007,seawater,Platymonas helgolandica,Algae & Microorganisms,Algae & Microorganisms,6,20,chla,Light Reaction,3,3,0.47865,1.00088,0.21766,0.13922,18,2024,-0.706425608,0.077774423
PS,aminonted,sphere,80,0.005,non,non,0,freshwater,dandelion,Miscellaneous Plants,C3,7,25,chla,Light Reaction,3,3,3.97087,3.61829,1.306901616,1.283137879,8,2023,-0.090077377,0.079557392
PS,plain,sphere,80,0.001,non,non,0,freshwater,dandelion,Miscellaneous Plants,C3,7,25,rubisco activity,Calvin Cycle,3,3,1966.63591,1830.93372,643.7216709,660.6616821,8,2023,-0.067654787,0.080692762
PS,plain,sphere,80,0.001,non,non,0,freshwater,dandelion,Miscellaneous Plants,C3,7,25,chla,Light Reaction,3,3,3.97087,3.97773,1.306901616,1.430466121,8,2023,0.005226785,0.080796723
PS,aminonted,sphere,80,0.001,non,non,0,freshwater,dandelion,Miscellaneous Plants,C3,7,25,chla,Light Reaction,3,3,3.97087,3.73764,1.306901616,1.349683271,8,2023,-0.0568515,0.081169435
PS,plain,sphere,500,0.05,non,non,0,freshwater,corn,Crops,C4,15,25,chlb,Light Reaction,3,3,0.35222,0.32821,0.151796933,0.075898466,6,2022,-0.092645729,0.081813182
PS,plain,sphere,300,0.05,non,non,0,freshwater,corn,Crops,C4,15,25,chlb,Light Reaction,3,3,0.35222,0.39364,0.151796933,0.091486924,6,2022,0.08922728,0.081996143
PS,plain,sphere,20,0.025,non,non,0,freshwater,Chlorella pyrenoidosa,Algae & Microorganisms,Algae & Microorganisms,7,25,chla,Light Reaction,3,3,1.99506,4.20763,0.80704,1.17882,45,2025,0.732034628,0.082538781
PS,carboxylated,sphere,80,0.001,non,non,0,freshwater,dandelion,Miscellaneous Plants,C3,7,25,chla,Light Reaction,3,3,3.97087,3.99556,1.306901616,1.473247776,8,2023,0.010804179,0.08310434
PS,plain,sphere,100,0.005,non,non,0,seawater,Alexandrium tamarense strain,Algae & Microorganisms,Algae & Microorganisms,1,20,chla,Light Reaction,3,3,1.25882,1.29416,0.21436,0.59974,30,2022,0.058647209,0.083860948
PS,aminonted,sphere,300,0.2,non,non,0,freshwater,Chlorella vulgaris,Algae & Microorganisms,Algae & Microorganisms,1,22,chla,Light Reaction,3,3,83.18967,65.63445,11.43132,31.30002,36,2021,-0.202266454,0.084993299
PS,plain,sphere,100,0.01,non,non,0,soil,Allium tuberosum,Crops,C3,12,25,Tr,Simultaneous Effect,3,3,0.00191,0.00212,0.000952628,1.73E-05,9,2024,0.062864034,0.086379979
PS,plain,sphere,100,0.001,non,non,0,freshwater,Eichhornia crassipes,Aquatic & Wetland Plants,C3,28,25,chla,Light Reaction,3,3,2.02799,1.84669,0.7269,0.66788,37,2023,-0.093262706,0.088292496
PS,plain,sphere,300,0.05,non,non,0,freshwater,corn,Crops,C4,15,25,chla,Light Reaction,3,3,0.55992,0.315,0.121624608,0.144522319,6,2022,-0.548002147,0.088479311
PMMA,plain,sphere,131.3,0.01,non,non,0,freshwater,Lettuce,Crops,C3,15,,Gs,Simultaneous Effect,3,3,178.23643,105.43345,46.7285,46.72848,31,2022,-0.50374839,0.090793798
PS,plain,sphere,100,0.001,non,non,0,freshwater,Eichhornia crassipes,Aquatic & Wetland Plants,C3,28,25,chlb,Light Reaction,3,3,0.68565,0.63897,0.15798,0.29802,37,2023,-0.043101952,0.092993465
PMMA,plain,sphere,131.3,0.05,non,non,0,freshwater,Lettuce,Crops,C3,15,,carbon assimilation rate,Calvin Cycle,3,3,14.44213,8.28601,3.76824,3.76824,31,2022,-0.532458119,0.094265851
PS,carboxylated,sphere,50,0.05,non,non,0,freshwater,rice,Crops,C3,7,25,chla,Light Reaction,3,3,9.36929,7.14301,4.630083578,1.280643726,7,2022,-0.306647548,0.095488682
PS,plain,sphere,300,0.05,non,non,0,freshwater,corn,Crops,C4,15,25,Pn,Simultaneous Effect,3,3,6.4706,7.3492,3.124307888,1.638831833,6,2022,0.096753565,0.097446255
PMMA,plain,sphere,131.3,0.02,non,non,0,freshwater,Lettuce,Crops,C3,15,,Tr,Simultaneous Effect,3,3,3.12401,1.34916,0.67978,0.65754,31,2022,-0.807938537,0.09821853
PS,plain,sphere,100,0.05,non,non,0,freshwater,corn,Crops,C4,15,25,Total chl,Light Reaction,3,3,0.91435,0.79205,0.279068026,0.350809571,6,2022,-0.126418969,0.099061703
PS,carboxylated,sphere,200,0.001,BPA(bisphenol A),Endocrine Disrupting Compound (EDC),0.005,freshwater,Scenedesmus obliquus,Algae & Microorganisms,Algae & Microorganisms,3,23,chla,Light Reaction,3,3,1.40515,3.18345,0.74968,0.02,4,2023,-0.770386882,0.099396786
PS,plain,sphere,100,0.01,non,non,0,freshwater,Eichhornia crassipes,Aquatic & Wetland Plants,C3,28,25,chla,Light Reaction,3,3,2.02799,1.69912,0.7269,0.6881,37,2023,-0.171013104,0.099904268
PS,plain,sphere,100,0.05,non,non,0,freshwater,corn,Crops,C4,15,25,chla,Light Reaction,3,3,0.55992,0.33691,0.121624608,0.16634616,6,2022,-0.475212045,0.100413074
PS,plain,sphere,75,0.05,nonylphenol,Endocrine Disrupting Compound (EDC),0.004,freshwater,Dictyosphaerium sp.,Algae & Microorganisms,Algae & Microorganisms,1,25,chlb,Light Reaction,3,3,0.86376,1.6457,0.41124,0.43442,23,2021,-0.618460512,0.101909993
PS,plain,sphere,300,0.05,non,non,0,freshwater,corn,Crops,C4,15,25,Y,Light Reaction,3,3,0.21324,0.20405,0.073057903,0.089096694,6,2022,-0.031840733,0.105463742
PS,plain,sphere,100,0.0001,non,non,0,freshwater,Eichhornia crassipes,Aquatic & Wetland Plants,C3,7,25,chla,Light Reaction,3,3,1.69321,1.42084,0.04048,0.79436,37,2023,-0.123378498,0.109807545
PS,plain,sphere,500,0.05,non,non,0,freshwater,corn,Crops,C4,15,25,Pn,Simultaneous Effect,3,3,6.4706,6.2562,3.124307888,1.856793107,6,2022,-0.057871729,0.110526339
PS,carboxylated,sphere,80,0.005,non,non,0,freshwater,dandelion,Miscellaneous Plants,C3,7,25,chla,Light Reaction,3,3,3.97087,3.83368,1.306901616,1.824888731,8,2023,-0.015448583,0.115141462
PS,plain,sphere,100,0.05,non,non,0,freshwater,corn,Crops,C4,15,25,Y,Light Reaction,3,3,0.21324,0.193,0.073057903,0.092318308,6,2022,-0.081157794,0.119068312
PS,plain,sphere,100,0.05,non,non,0,freshwater,corn,Crops,C4,15,25,chlb,Light Reaction,3,3,0.35222,0.45067,0.151796933,0.181934617,6,2022,0.242685274,0.119628432
PS,plain,sphere,100,0.05,non,non,0,freshwater,corn,Crops,C4,15,25,Pn,Simultaneous Effect,3,3,6.4706,6.94369,3.124307888,2.373498504,6,2022,0.05118126,0.120438974
PS,plain,sphere,70,0.0002,Pb(lead),Heavy Metal (HM),0.00007,seawater,Platymonas helgolandica,Algae & Microorganisms,Algae & Microorganisms,6,20,chlb,Light Reaction,3,3,0.48589,0.99854,0.2782,0.15348,18,2024,-0.669612429,0.123150492
PS,plain,sphere,100,0.0001,non,non,0,freshwater,Eichhornia crassipes,Aquatic & Wetland Plants,C3,14,25,chla,Light Reaction,3,3,1.24291,1.30193,0.03878,0.77582,37,2023,0.105412913,0.125695335
PS,plain,sphere,500,0.05,HHCB(Galaxolide),Personal Care Product (PPCP),0.0005,freshwater,Mirabilis jalapa L,Ornamental Plants,C3,28,25,Gs,Simultaneous Effect,4,4,7.53,27.61,5.24,2.24,21,2023,-1.239574077,0.130038374
PS,plain,sphere,100,0.0001,non,non,0,freshwater,Eichhornia crassipes,Aquatic & Wetland Plants,C3,14,25,chlb,Light Reaction,3,3,0.49391,0.50037,0.07828,0.29516,37,2023,0.06680173,0.131122185
PS,plain,sphere,500,0.05,HHCB(Galaxolide),Personal Care Product (PPCP),0.00025,freshwater,Mirabilis jalapa L,Ornamental Plants,C3,28,25,Gs,Simultaneous Effect,4,4,5.49,27.61,4.1,2.24,21,2023,-1.546356438,0.150799726
PS,plain,sphere,500,0.05,non,non,0,freshwater,corn,Crops,C4,15,25,NPQ,Light Reaction,3,3,0.2757,0.25833,0.155953855,0.087884258,6,2022,-0.09911546,0.151670248
